timestamp,current_force,target_force,force_error,force_error_dot,force_error_int,pi_output,sander_active
1760517707.042245,-0.8573787212371826,-45.0,-44.14262008666992,6.816863536834717,-100.0,0.20000000298023224,False
1760517707.0422623,-0.8641911149024963,-45.0,-44.135807037353516,6.813048839569092,-100.0,0.20000000298023224,False
1760517707.042279,-0.8709374070167542,-45.0,-44.12906265258789,6.744384288787842,-100.0,0.20000000298023224,False
1760517707.0422962,-0.8775609135627747,-45.0,-44.122440338134766,6.622313976287842,-100.0,0.20000000298023224,False
1760517707.0423129,-0.8839903473854065,-45.0,-44.11600875854492,6.431579113006592,-100.0,0.20000000298023224,False
1760517707.0423298,-0.8901676535606384,-45.0,-44.109832763671875,6.175994396209717,-100.0,0.20000000298023224,False
1760517707.0423472,-0.8960807919502258,-45.0,-44.103919982910156,5.912780284881592,-100.0,0.20000000298023224,False
1760517707.0423772,-0.9017598628997803,-45.0,-44.09823989868164,5.680083751678467,-100.0,0.20000000298023224,False
1760517707.0423946,-0.9072410464286804,-45.0,-44.09275817871094,5.481719493865967,-100.0,0.20000000298023224,False
1760517707.0424118,-0.9125831723213196,-45.0,-44.08741760253906,5.340575695037842,-100.0,0.20000000298023224,False
1760517707.042429,-0.9178932309150696,-45.0,-44.08210754394531,5.310058116912842,-100.0,0.20000000298023224,False
1760517707.0424461,-0.9232711791992188,-45.0,-44.07672882080078,5.378722667694092,-100.0,0.20000000298023224,False
1760517707.042463,-0.9287572503089905,-45.0,-44.07124328613281,5.485534191131592,-100.0,0.20000000298023224,False
1760517707.0424798,-0.9343317151069641,-45.0,-44.065670013427734,5.573272228240967,-100.0,0.20000000298023224,False
1760517707.042497,-0.9399590492248535,-45.0,-44.06003952026367,5.630492687225342,-100.0,0.20000000298023224,False
1760517707.042514,-0.9455978274345398,-45.0,-44.05440139770508,5.638122081756592,-100.0,0.20000000298023224,False
1760517707.043593,-0.9511817693710327,-45.0,-44.0488166809082,5.584716320037842,-100.0,0.20000000298023224,False
1760517707.0446908,-0.9566500782966614,-45.0,-44.04335021972656,5.466460704803467,-100.0,0.20000000298023224,False
1760517707.045789,-0.9619903564453125,-45.0,-44.03800964355469,5.340575695037842,-100.0,0.20000000298023224,False
1760517707.046887,-0.9672390818595886,-45.0,-44.03276062011719,5.249022960662842,-100.0,0.20000000298023224,False
1760517707.047978,-0.9724360704421997,-45.0,-44.027565002441406,5.195617198944092,-100.0,0.20000000298023224,False
1760517707.0490556,-0.9775640368461609,-45.0,-44.02243423461914,5.130767345428467,-100.0,0.20000000298023224,False
1760517707.0501292,-0.9825366139411926,-45.0,-44.01746368408203,4.970550537109375,-100.0,0.20000000298023224,False
1760517707.0512016,-0.987264096736908,-45.0,-44.01273727416992,4.726409912109375,-100.0,0.20000000298023224,False
1760517707.052273,-0.9917309284210205,-45.0,-44.008270263671875,4.467010498046875,-100.0,0.20000000298023224,False
1760517707.0533495,-0.9960067272186279,-45.0,-44.00399398803711,4.276275634765625,-100.0,0.20000000298023224,False
1760517707.0544214,-1.0001753568649292,-45.0,-43.99982452392578,4.169464111328125,-100.0,0.20000000298023224,False
1760517707.0554938,-1.004266381263733,-45.0,-43.99573516845703,4.08935546875,-100.0,0.20000000298023224,False
1760517707.056567,-1.0082552433013916,-45.0,-43.99174499511719,3.990173101425171,-100.0,0.20000000298023224,False
1760517707.0565844,-1.0121086835861206,-45.0,-43.987892150878906,3.852843999862671,-100.0,0.20000000298023224,False
1760517707.0576587,-1.0158482789993286,-45.0,-43.98414993286133,3.742217779159546,-100.0,0.20000000298023224,False
1760517707.0587316,-1.0195671319961548,-45.0,-43.98043441772461,3.715514898300171,-100.0,0.20000000298023224,False
1760517707.059805,-1.023358941078186,-45.0,-43.97664260864258,3.791808843612671,-100.0,0.20000000298023224,False
1760517707.0608773,-1.0272555351257324,-45.0,-43.97274398803711,3.898620367050171,-100.0,0.20000000298023224,False
1760517707.0619497,-1.0312339067459106,-45.0,-43.96876525878906,3.978729009628296,-100.0,0.20000000298023224,False
1760517707.0630243,-1.0352603197097778,-45.0,-43.96474075317383,4.024505615234375,-100.0,0.20000000298023224,False
1760517707.0640967,-1.0393142700195312,-45.0,-43.96068572998047,4.055023193359375,-100.0,0.20000000298023224,False
1760517707.0651686,-1.0433788299560547,-45.0,-43.95661926269531,4.06646728515625,-100.0,0.20000000298023224,False
1760517707.066241,-1.0474374294281006,-45.0,-43.95256423950195,4.055023193359375,-100.0,0.20000000298023224,False
1760517707.067313,-1.0514622926712036,-45.0,-43.94853591918945,4.0283203125,-100.0,0.20000000298023224,False
1760517707.0683856,-1.0554004907608032,-45.0,-43.94459915161133,3.936767339706421,-100.0,0.20000000298023224,False
1760517707.0694578,-1.0592010021209717,-45.0,-43.940799713134766,3.799438238143921,-100.0,0.20000000298023224,False
1760517707.0705295,-1.062815546989441,-45.0,-43.93718338012695,3.616332769393921,-100.0,0.20000000298023224,False
1760517707.0705528,-1.066178798675537,-45.0,-43.93382263183594,3.360748052597046,-100.0,0.20000000298023224,False
1760517707.0716243,-1.0692379474639893,-45.0,-43.930763244628906,3.059386968612671,-100.0,0.20000000298023224,False
1760517707.0727022,-1.071947693824768,-45.0,-43.92805099487305,2.712249517440796,-100.0,0.20000000298023224,False
1760517707.0738056,-1.074243426322937,-45.0,-43.925758361816406,2.292633056640625,-100.0,0.20000000298023224,False
1760517707.074882,-1.076070785522461,-45.0,-43.923927307128906,1.8310545682907104,-100.0,0.20000000298023224,False
1760517707.0759544,-1.0774266719818115,-45.0,-43.92257308959961,1.3542174100875854,-100.0,0.20000000298023224,False
1760517707.0770278,-1.0783592462539673,-45.0,-43.9216423034668,0.9307860732078552,-100.0,0.20000000298023224,False
1760517707.0781002,-1.0789247751235962,-45.0,-43.92107391357422,0.568389892578125,-100.0,0.20000000298023224,False
1760517707.0791817,-1.079157829284668,-45.0,-43.920841217041016,0.2326965183019638,-100.0,0.20000000298023224,False
1760517707.080258,-1.0790777206420898,-45.0,-43.920921325683594,-0.0801086351275444,-100.0,0.20000000298023224,False
1760517707.0813313,-1.0780733823776245,-45.0,-43.92192840576172,-1.007080078125,-100.0,0.20000000298023224,False
1760517707.0824037,-1.07732093334198,-45.0,-43.92267990112305,-0.7514953017234802,-100.0,0.20000000298023224,False
1760517707.0834758,-1.07732093334198,-45.0,-43.92267990112305,0.0,-100.0,0.20000000298023224,False
1760517707.0845532,-1.0765507221221924,-45.0,-43.9234504699707,-0.7705687880516052,-100.0,0.20000000298023224,False
1760517707.0845706,-1.0757906436920166,-45.0,-43.92420959472656,-0.7591246962547302,-100.0,0.20000000298023224,False
1760517707.0856445,-1.0749828815460205,-45.0,-43.925018310546875,-0.8087157607078552,-100.0,0.20000000298023224,False
1760517707.0867167,-1.0740556716918945,-45.0,-43.92594528198242,-0.9269713759422302,-100.0,0.20000000298023224,False
1760517707.0878198,-1.0729330778121948,-45.0,-43.927066802978516,-1.12152099609375,-100.0,0.20000000298023224,False
1760517707.0888977,-1.071501612663269,-45.0,-43.928497314453125,-1.4305113554000854,-100.0,0.20000000298023224,False
1760517707.0899715,-1.0696628093719482,-45.0,-43.930335998535156,-1.8386839628219604,-100.0,0.20000000298023224,False
1760517707.0910478,-1.0673441886901855,-45.0,-43.932655334472656,-2.3193359375,-100.0,0.20000000298023224,False
1760517707.092121,-1.0644700527191162,-45.0,-43.93553161621094,-2.876281499862671,-100.0,0.20000000298023224,False
1760517707.0931947,-1.0609853267669678,-45.0,-43.93901443481445,-3.482818365097046,-100.0,0.20000000298023224,False
1760517707.094268,-1.05692720413208,-45.0,-43.94307327270508,-4.058837890625,-100.0,0.20000000298023224,False
1760517707.1417594,-1.0524429082870483,-45.0,-43.94755554199219,-4.482269287109375,-100.0,0.20000000298023224,False
1760517707.142124,-1.0476832389831543,-45.0,-43.95231628417969,-4.7607421875,-100.0,0.20000000298023224,False
1760517707.142149,-1.0427418947219849,-45.0,-43.95725631713867,-4.940032958984375,-100.0,0.20000000298023224,False
1760517707.1421688,-1.037675142288208,-45.0,-43.96232604980469,-5.069732189178467,-100.0,0.20000000298023224,False
1760517707.1421878,-1.0325170755386353,-45.0,-43.96748352050781,-5.157470226287842,-100.0,0.20000000298023224,False
1760517707.142206,-1.0272356271743774,-45.0,-43.97276306152344,-5.279540538787842,-100.0,0.20000000298023224,False
1760517707.142223,-1.0217013359069824,-45.0,-43.97829818725586,-5.535125255584717,-100.0,0.20000000298023224,False
1760517707.1422403,-1.0157859325408936,-45.0,-43.984214782714844,-5.916594982147217,-100.0,0.20000000298023224,False
1760517707.142258,-1.0094609260559082,-45.0,-43.99053955078125,-6.324767589569092,-100.0,0.20000000298023224,False
1760517707.142275,-1.0027985572814941,-45.0,-43.99720001220703,-6.660460948944092,-100.0,0.20000000298023224,False
1760517707.1422925,-0.9958900809288025,-45.0,-44.00410842895508,-6.908416271209717,-100.0,0.20000000298023224,False
1760517707.14231,-0.9888516068458557,-45.0,-44.011146545410156,-7.038115978240967,-100.0,0.20000000298023224,False
1760517707.1423273,-0.9818693399429321,-45.0,-44.018131256103516,-6.984710216522217,-100.0,0.20000000298023224,False
1760517707.1423542,-0.9751092791557312,-45.0,-44.0248908996582,-6.759643077850342,-100.0,0.20000000298023224,False
1760517707.142372,-0.9686068296432495,-45.0,-44.031394958496094,-6.504058361053467,-100.0,0.20000000298023224,False
1760517707.142389,-0.9622653126716614,-45.0,-44.03773498535156,-6.340026378631592,-100.0,0.20000000298023224,False
1760517707.1424062,-0.9559727907180786,-45.0,-44.04402542114258,-6.290435314178467,-100.0,0.20000000298023224,False
1760517707.1424232,-0.9497042298316956,-45.0,-44.050296783447266,-6.271361827850342,-100.0,0.20000000298023224,False
1760517707.1424406,-0.9435202479362488,-45.0,-44.056480407714844,-6.183623790740967,-100.0,0.20000000298023224,False
1760517707.1424575,-0.9374955892562866,-45.0,-44.062503814697266,-6.023406505584717,-100.0,0.20000000298023224,False
1760517707.1424744,-0.9316195249557495,-45.0,-44.068382263183594,-5.878448009490967,-100.0,0.20000000298023224,False
1760517707.1424916,-0.9257731437683105,-45.0,-44.07422637939453,-5.844115734100342,-100.0,0.20000000298023224,False
1760517707.1425087,-0.9198327660560608,-45.0,-44.08016586303711,-5.939483165740967,-100.0,0.20000000298023224,False
1760517707.142526,-0.913728654384613,-45.0,-44.086273193359375,-6.107329845428467,-100.0,0.20000000298023224,False
1760517707.142543,-0.9075002670288086,-45.0,-44.092498779296875,-6.225585460662842,-100.0,0.20000000298023224,False
1760517707.142571,-0.9013278484344482,-45.0,-44.098670959472656,-6.172179698944092,-100.0,0.20000000298023224,False
1760517707.1425881,-0.8953934907913208,-45.0,-44.10460662841797,-5.935668468475342,-100.0,0.20000000298023224,False
1760517707.1426077,-0.889728844165802,-45.0,-44.11027145385742,-5.664824962615967,-100.0,0.20000000298023224,False
1760517707.1426249,-0.8842020034790039,-45.0,-44.11579895019531,-5.527495861053467,-100.0,0.20000000298023224,False
1760517707.1426413,-0.8786603212356567,-45.0,-44.121337890625,-5.538939952850342,-100.0,0.20000000298023224,False
1760517707.1426585,-0.8730157017707825,-45.0,-44.126983642578125,-5.645751476287842,-100.0,0.20000000298023224,False
1760517707.1426775,-0.8672202229499817,-45.0,-44.13277816772461,-5.794524669647217,-100.0,0.20000000298023224,False
1760517707.1426945,-0.8612523674964905,-45.0,-44.13874816894531,-5.970000743865967,-100.0,0.20000000298023224,False
1760517707.1427114,-0.855125367641449,-45.0,-44.144874572753906,-6.126403331756592,-100.0,0.20000000298023224,False
1760517707.1427288,-0.8488907814025879,-45.0,-44.15110778808594,-6.233214855194092,-100.0,0.20000000298023224,False
1760517707.1427455,-0.842600405216217,-45.0,-44.15739822387695,-6.290435314178467,-100.0,0.20000000298023224,False
1760517707.142763,-0.8362482190132141,-45.0,-44.163753509521484,-6.355285167694092,-100.0,0.20000000298023224,False
1760517707.14278,-0.8297585844993591,-45.0,-44.17024230957031,-6.488799571990967,-100.0,0.20000000298023224,False
1760517707.142797,-0.8230544328689575,-45.0,-44.176944732666016,-6.702422618865967,-100.0,0.20000000298023224,False
1760517707.1428142,-0.8161538243293762,-45.0,-44.18384552001953,-6.900786876678467,-100.0,0.20000000298023224,False
1760517707.1428313,-0.8091878294944763,-45.0,-44.19081115722656,-6.965636730194092,-100.0,0.20000000298023224,False
1760517707.1428485,-0.7955650687217712,-45.0,-44.20443344116211,-13.622282981872559,-100.0,0.20000000298023224,False
1760517707.1428654,-0.7890439629554749,-45.0,-44.21095657348633,-6.523131847381592,-100.0,0.20000000298023224,False
1760517707.1428823,-0.7890439629554749,-45.0,-44.21095657348633,0.0,-100.0,0.20000000298023224,False
1760517707.1428993,-0.7827616930007935,-45.0,-44.21723937988281,-6.282805919647217,-100.0,0.20000000298023224,False
1760517707.1429162,-0.776790976524353,-45.0,-44.223209381103516,-5.970000743865967,-100.0,0.20000000298023224,False
1760517707.1429327,-0.7712882161140442,-45.0,-44.22871017456055,-5.500792980194092,-100.0,0.20000000298023224,False
1760517707.1429496,-0.7663977146148682,-45.0,-44.23360061645508,-4.89044189453125,-100.0,0.20000000298023224,False
1760517707.1429663,-0.7621749043464661,-45.0,-44.237823486328125,-4.222869873046875,-100.0,0.20000000298023224,False
1760517707.1440692,-0.7586046457290649,-45.0,-44.24139404296875,-3.570556402206421,-100.0,0.20000000298023224,False
1760517707.1451695,-0.755649983882904,-45.0,-44.24435043334961,-2.956390142440796,-100.0,0.20000000298023224,False
1760517707.146269,-0.7533352375030518,-45.0,-44.246665954589844,-2.315521240234375,-100.0,0.20000000298023224,False
1760517707.147369,-0.7517794370651245,-45.0,-44.24822235107422,-1.5563963651657104,-100.0,0.20000000298023224,False
1760517707.149243,-0.7510983943939209,-45.0,-44.2489013671875,-0.6790160536766052,-100.0,0.20000000298023224,False
1760517707.1493158,-0.7512499094009399,-45.0,-44.248748779296875,0.152587890625,-100.0,0.20000000298023224,False
1760517707.1509142,-0.7520068883895874,-45.0,-44.24799346923828,0.7553099989891052,-100.0,0.20000000298023224,False
1760517707.1509852,-0.7531299591064453,-45.0,-44.24687194824219,1.12152099609375,-100.0,0.20000000298023224,False
1760517707.1527338,-0.7544717788696289,-45.0,-44.24552917480469,1.3427733182907104,-100.0,0.20000000298023224,False
1760517707.1528063,-0.7559441924095154,-45.0,-44.244056701660156,1.4724730253219604,-100.0,0.20000000298023224,False
1760517707.1541502,-0.7574917078018188,-45.0,-44.24250793457031,1.5487669706344604,-100.0,0.20000000298023224,False
1760517707.155355,-0.7591167688369751,-45.0,-44.240882873535156,1.6250609159469604,-100.0,0.20000000298023224,False
1760517707.1564715,-0.7608939409255981,-45.0,-44.239105224609375,1.7776488065719604,-100.0,0.20000000298023224,False
1760517707.1575775,-0.7628993988037109,-45.0,-44.237098693847656,2.00653076171875,-100.0,0.20000000298023224,False
1760517707.1576,-0.765152633190155,-45.0,-44.23484802246094,2.25067138671875,-100.0,0.20000000298023224,False
1760517707.1586986,-0.7676239609718323,-45.0,-44.23237609863281,2.471923828125,-100.0,0.20000000298023224,False
1760517707.1598,-0.7702748775482178,-45.0,-44.2297248840332,2.651214361190796,-100.0,0.20000000298023224,False
1760517707.1608999,-0.7730782628059387,-45.0,-44.22692108154297,2.803802251815796,-100.0,0.20000000298023224,False
1760517707.162014,-0.7760127782821655,-45.0,-44.2239875793457,2.933501958847046,-100.0,0.20000000298023224,False
1760517707.1631346,-0.7790626287460327,-45.0,-44.2209358215332,3.051757574081421,-100.0,0.20000000298023224,False
1760517707.164234,-0.7822149395942688,-45.0,-44.2177848815918,3.150939702987671,-100.0,0.20000000298023224,False
1760517707.165334,-0.7854574918746948,-45.0,-44.214542388916016,3.242492437362671,-100.0,0.20000000298023224,False
1760517707.1664343,-0.788780689239502,-45.0,-44.211219787597656,3.322601079940796,-100.0,0.20000000298023224,False
1760517707.1675344,-0.7921972870826721,-45.0,-44.207801818847656,3.417968511581421,-100.0,0.20000000298023224,False
1760517707.1675632,-0.7957506775856018,-45.0,-44.20425033569336,3.551482915878296,-100.0,0.20000000298023224,False
1760517707.1686625,-0.7994822263717651,-45.0,-44.20051956176758,3.730773687362671,-100.0,0.20000000298023224,False
1760517707.1697626,-0.8034312725067139,-45.0,-44.19656753540039,3.952026128768921,-100.0,0.20000000298023224,False
1760517707.1708617,-0.8076521754264832,-45.0,-44.19234848022461,4.21905517578125,-100.0,0.20000000298023224,False
1760517707.171962,-0.8121843934059143,-45.0,-44.18781661987305,4.5318603515625,-100.0,0.20000000298023224,False
1760517707.1730602,-0.8170221447944641,-45.0,-44.182979583740234,4.8370361328125,-100.0,0.20000000298023224,False
1760517707.1741586,-0.8221162557601929,-45.0,-44.17788314819336,5.096435070037842,-100.0,0.20000000298023224,False
1760517707.1752567,-0.8274120688438416,-45.0,-44.17258834838867,5.294799327850342,-100.0,0.20000000298023224,False
1760517707.1763477,-0.832893431186676,-45.0,-44.16710662841797,5.481719493865967,-100.0,0.20000000298023224,False
1760517707.1774251,-0.8385854959487915,-45.0,-44.161415100097656,5.691527843475342,-100.0,0.20000000298023224,False
1760517707.178499,-0.844516932964325,-45.0,-44.15548324584961,5.931853771209717,-100.0,0.20000000298023224,False
1760517707.1785173,-0.8506426811218262,-45.0,-44.149356842041016,6.126403331756592,-100.0,0.20000000298023224,False
1760517707.1795702,-0.8568155765533447,-45.0,-44.143184661865234,6.172179698944092,-100.0,0.20000000298023224,False
1760517707.180648,-0.862885057926178,-45.0,-44.137115478515625,6.069182872772217,-100.0,0.20000000298023224,False
1760517707.181722,-0.8687967658042908,-45.0,-44.131202697753906,5.912780284881592,-100.0,0.20000000298023224,False
1760517707.1827946,-0.8745954632759094,-45.0,-44.125404357910156,5.798339366912842,-100.0,0.20000000298023224,False
1760517707.183867,-0.8803480863571167,-45.0,-44.119651794433594,5.752562999725342,-100.0,0.20000000298023224,False
1760517707.1849751,-0.8861114978790283,-45.0,-44.113887786865234,5.764007091522217,-100.0,0.20000000298023224,False
1760517707.1860487,-0.8919519782066345,-45.0,-44.10804748535156,5.840301036834717,-100.0,0.20000000298023224,False
1760517707.1871207,-0.8979231119155884,-45.0,-44.10207748413086,5.970000743865967,-100.0,0.20000000298023224,False
1760517707.1881926,-0.9040545225143433,-45.0,-44.095947265625,6.130218029022217,-100.0,0.20000000298023224,False
1760517707.1892655,-0.9103599190711975,-45.0,-44.08964157104492,6.305694103240967,-100.0,0.20000000298023224,False
1760517707.1903374,-0.9168402552604675,-45.0,-44.083160400390625,6.481170177459717,-100.0,0.20000000298023224,False
1760517707.1914096,-0.9234912395477295,-45.0,-44.076507568359375,6.652831554412842,-100.0,0.20000000298023224,False
1760517707.1924818,-0.9303063154220581,-45.0,-44.06969451904297,6.813048839569092,-100.0,0.20000000298023224,False
1760517707.1935587,-0.9372740387916565,-45.0,-44.06272506713867,6.969451427459717,-100.0,0.20000000298023224,False
1760517707.193576,-0.9443423748016357,-45.0,-44.05565643310547,7.068633556365967,-100.0,0.20000000298023224,False
1760517707.1946485,-0.9513987302780151,-45.0,-44.04860305786133,7.053374767303467,-100.0,0.20000000298023224,False
1760517707.195722,-0.9583354592323303,-45.0,-44.041664123535156,6.938933849334717,-100.0,0.20000000298023224,False
1760517707.2437835,-0.9650689363479614,-45.0,-44.03493118286133,6.732940196990967,-100.0,0.20000000298023224,False
1760517707.2442126,-0.9715122580528259,-45.0,-44.02848815917969,6.443023204803467,-100.0,0.20000000298023224,False
1760517707.244242,-0.9832990169525146,-45.0,-44.016700744628906,11.787413597106934,-100.0,0.20000000298023224,False
1760517707.2442613,-0.9886007308959961,-45.0,-44.01139831542969,5.302428722381592,-100.0,0.20000000298023224,False
1760517707.2442787,-0.9886007308959961,-45.0,-44.01139831542969,0.0,-100.0,0.20000000298023224,False
1760517707.2442966,-0.9935046434402466,-45.0,-44.00649642944336,4.901885986328125,-100.0,0.20000000298023224,False
1760517707.244315,-0.9980137348175049,-45.0,-44.00198745727539,4.50897216796875,-100.0,0.20000000298023224,False
1760517707.2443323,-1.0021309852600098,-45.0,-43.997867584228516,4.119873046875,-100.0,0.20000000298023224,False
1760517707.2443497,-1.0058622360229492,-45.0,-43.994136810302734,3.730773687362671,-100.0,0.20000000298023224,False
1760517707.244367,-1.0092735290527344,-45.0,-43.990726470947266,3.410339117050171,-100.0,0.20000000298023224,False
1760517707.2443838,-1.0125229358673096,-45.0,-43.98747634887695,3.250121831893921,-100.0,0.20000000298023224,False
