time_s,episode,step,send_success,error,sof_hex,residual,timing_accurate,episode_done,checksum_hex,packet_bytes,packet_size,timestamp
0.29719145499984734,1,1,True,,0xBBBB,0.048,True,False,0xB23B,BBBB3D449BA60100B23B,10,18:12:35.517
0.2982807039988984,1,2,True,,0xBBBB,0.096,False,False,0xFC3B,BBBB3DC49BA60000FC3B,10,18:12:35.518
0.3010031279991381,1,3,True,,0xBBBB,0.14400000000000002,True,False,0x5E5B,BBBB3E1374BC01005E5B,10,18:12:35.521
0.40150009500212036,1,4,True,,0xBBBB,0.192,True,False,0x813B,BBBB3E449BA60100813B,10,18:12:35.621
0.5020291900000302,1,5,True,,0xBBBB,0.19999791383743287,True,False,0x037A,BBBB3E4CCC410100037A,10,18:12:35.722
0.6023621690001164,1,6,True,,0xBBBB,0.19999941587448122,True,False,0x34CA,BBBB3E4CCCA6010034CA,10,18:12:35.822
0.7025769760002731,1,7,True,,0xBBBB,0.19999866485595705,True,False,0xCCDB,BBBB3E4CCC730100CCDB,10,18:12:35.922
0.8014449600013904,1,8,True,,0xBBBB,0.19999994039535524,True,False,0x29FA,BBBB3E4CCCC9010029FA,10,18:12:36.021
0.901083157001267,1,9,True,,0xBBBB,0.19999988079071046,True,False,0x2A3A,BBBB3E4CCCC501002A3A,10,18:12:36.121
1.0017491420003353,1,10,True,,0xBBBB,0.1999996304512024,True,False,0x316A,BBBB3E4CCCB40100316A,10,18:12:36.222
1.1012456999997084,1,11,True,,0xBBBB,0.19999998807907104,True,False,0x28EA,BBBB3E4CCCCC010028EA,10,18:12:36.321
1.201851063000504,1,12,True,,0xBBBB,0.19999895095825196,True,False,0xFECB,BBBB3E4CCC860100FECB,10,18:12:36.422
1.3019510529993568,1,13,True,,0xBBBB,0.19999998807907104,True,False,0x28EA,BBBB3E4CCCCC010028EA,10,18:12:36.522
1.4009908469997754,1,14,True,,0xBBBB,0.19999990463256836,True,False,0x2ACA,BBBB3E4CCCC601002ACA,10,18:12:36.621
1.5012067730021954,1,15,True,,0xBBBB,0.19999868869781495,True,False,0xCD3B,BBBB3E4CCC750100CD3B,10,18:12:36.721
1.6012307749988395,1,16,True,,0xBBBB,0.1999993920326233,True,False,0xF46B,BBBB3E4CCCA40100F46B,10,18:12:36.821
1.701545038002223,1,17,True,,0xBBBB,0.1999999523162842,True,False,0x290A,BBBB3E4CCCCA0100290A,10,18:12:36.921
1.801899810001487,1,18,True,,0xBBBB,0.19999881982803347,True,False,0x0F4A,BBBB3E4CCC7E01000F4A,10,18:12:37.022
1.9017380350014719,1,19,True,,0xBBBB,0.19999845027923585,True,False,0x083A,BBBB3E4CCC650100083A,10,18:12:37.122
2.0018729459989117,1,20,True,,0xBBBB,0.19999912977218628,True,False,0xFA8B,BBBB3E4CCC920100FA8B,10,18:12:37.222
2.1018310190011107,1,21,True,,0xBBBB,0.19999933242797852,True,False,0x352A,BBBB3E4CCCA00100352A,10,18:12:37.322
2.200895120000496,1,22,True,,0xBBBB,0.19999917745590212,True,False,0x3BCA,BBBB3E4CCC9601003BCA,10,18:12:37.421
2.3016544150013942,1,23,True,,0xBBBB,0.1999988079071045,True,False,0x0FBA,BBBB3E4CCC7D01000FBA,10,18:12:37.522
2.401860844998737,1,24,True,,0xBBBB,0.19999918937683106,True,False,0x3BCA,BBBB3E4CCC9601003BCA,10,18:12:37.622
2.5013750050020462,1,25,True,,0xBBBB,0.19999911785125735,True,False,0xFA8B,BBBB3E4CCC920100FA8B,10,18:12:37.721
2.601706869001646,1,26,True,,0xBBBB,0.19999918937683106,True,False,0x3BCA,BBBB3E4CCC9601003BCA,10,18:12:37.822
2.7023661509992962,1,27,True,,0xBBBB,0.19999914169311525,True,False,0x3ADA,BBBB3E4CCC9301003ADA,10,18:12:37.922
2.8021445920021506,1,28,True,,0xBBBB,0.1999992370605469,True,False,0x380A,BBBB3E4CCC9A0100380A,10,18:12:38.022
2.901539185000729,1,29,True,,0xBBBB,0.19999855756759644,True,False,0x0AEA,BBBB3E4CCC6C01000AEA,10,18:12:38.121
3.001772993000486,1,30,True,,0xBBBB,0.1999989986419678,True,False,0xFD0B,BBBB3E4CCC8A0100FD0B,10,18:12:38.222
3.1016274229987175,1,31,True,,0xBBBB,0.19999893903732302,True,False,0xFECB,BBBB3E4CCC860100FECB,10,18:12:38.322
3.201892520999536,1,32,True,,0xBBBB,0.19999898672103883,True,False,0xFDFB,BBBB3E4CCC890100FDFB,10,18:12:38.422
3.3011340199991537,1,33,True,,0xBBBB,0.19999998807907104,True,False,0x28EA,BBBB3E4CCCCC010028EA,10,18:12:38.521
3.401326203998906,1,34,True,,0xBBBB,0.19999897480010986,True,False,0x3DAA,BBBB3E4CCC8801003DAA,10,18:12:38.621
3.5015304000007745,1,35,True,,0xBBBB,0.1999991536140442,True,False,0xFB6B,BBBB3E4CCC940100FB6B,10,18:12:38.721
3.6023637280013645,1,36,True,,0xBBBB,0.19999996423721314,True,False,0x290A,BBBB3E4CCCCA0100290A,10,18:12:38.822
3.7014225230013835,1,37,True,,0xBBBB,0.1999992847442627,True,False,0xF9BB,BBBB3E4CCC9D0100F9BB,10,18:12:38.921
3.8018275829999766,1,38,True,,0xBBBB,0.1999993681907654,True,False,0xF58B,BBBB3E4CCCA20100F58B,10,18:12:39.022
3.901545125001576,1,39,True,,0xBBBB,0.19999994039535524,True,False,0x29FA,BBBB3E4CCCC9010029FA,10,18:12:39.121
4.0009721249989525,1,40,True,,0xBBBB,0.1999992370605469,True,False,0x380A,BBBB3E4CCC9A0100380A,10,18:12:39.221
4.101164867999614,1,41,True,,0xBBBB,0.1999986171722412,True,False,0xCC2B,BBBB3E4CCC700100CC2B,10,18:12:39.321
4.201471872998809,1,42,True,,0xBBBB,0.1999998450279236,True,False,0xEB8B,BBBB3E4CCCC20100EB8B,10,18:12:39.421
