time_s,episode,step,success,residual_mpa,timing_accurate,episode_done,timestamp
0.29162961799738696,1,1,1,0.048,1,0,17:49:53.565
0.29263506999996025,1,2,1,0.096,0,0,17:49:53.566
0.3019302599968796,1,3,1,0.14400000000000002,1,0,17:49:53.575
0.4012964949979505,1,4,1,0.192,1,0,17:49:53.674
0.5024191279990191,1,5,1,0.19999994039535524,1,0,17:49:53.775
0.6018579989977297,1,6,1,0.1999990463256836,1,0,17:49:53.875
0.701715086997865,1,7,1,0.19999808073043823,1,0,17:49:53.975
0.8014162849976856,1,8,1,0.19999890327453615,1,0,17:49:54.074
0.902346430997568,1,9,1,0.1999995231628418,1,0,17:49:54.175
1.0016425430003437,1,10,1,0.1999998450279236,1,0,17:49:54.275
1.101976513997215,1,11,1,0.19999839067459108,1,0,17:49:54.375
1.2015137229973334,1,12,1,0.19999916553497316,1,0,17:49:54.474
1.3017325929977233,1,13,1,0.1999992609024048,1,0,17:49:54.575
1.4016662279973389,1,14,1,0.19999908208847048,1,0,17:49:54.675
1.5017060219979612,1,15,1,0.1999980926513672,1,0,17:49:54.775
1.6023366839981463,1,16,1,0.19999916553497316,1,0,17:49:54.875
1.7013509119969967,1,17,1,0.19999910593032838,1,0,17:49:54.974
1.8018748539980152,1,18,1,0.1999990224838257,1,0,17:49:55.075
1.901988680998329,1,19,1,0.19999890327453615,1,0,17:49:55.175
2.0013403869998,1,20,1,0.19999929666519167,1,0,17:49:55.274
2.102104027999303,1,21,1,0.19999996423721314,1,0,17:49:55.375
2.2011858619989653,1,22,1,0.19999918937683106,1,0,17:49:55.474
2.30151452499922,1,23,1,0.19999998807907104,1,0,17:49:55.574
2.4019499059977534,1,24,1,0.19999881982803347,1,0,17:49:55.675
2.501202994997584,1,25,1,0.1999993681907654,1,0,17:49:55.774
2.601325760999316,1,26,1,0.19999994039535524,1,0,17:49:55.874
2.701616708000074,1,27,1,0.19999978542327881,1,0,17:49:55.975
2.802345426996908,1,28,1,0.19999924898147584,1,0,17:49:56.075
2.9014526840001054,1,29,1,0.19999881982803347,1,0,17:49:56.174
3.001509518999228,1,30,1,0.19999839067459108,1,0,17:49:56.274
3.1020694979997643,1,31,1,0.19999836683273317,1,0,17:49:56.375
3.201753094999731,1,32,1,0.19999920129776003,1,0,17:49:56.475
3.30124085299758,1,33,1,0.1999995231628418,1,0,17:49:56.574
3.4014622369977587,1,34,1,0.19999969005584717,1,0,17:49:56.674
3.5018478889978724,1,35,1,0.199998676776886,1,0,17:49:56.775
3.6011367369974323,1,36,1,0.19999909400939941,1,0,17:49:56.874
3.7015366369996627,1,37,1,0.19999887943267824,1,0,17:49:56.974
3.8020887940001558,1,38,1,0.19999862909317018,1,0,17:49:57.075
3.9014765369975066,1,39,1,0.1999980926513672,1,0,17:49:57.174
4.002073671999824,1,40,1,0.19999918937683106,1,0,17:49:57.275
4.101120584000455,1,41,1,0.19999855756759644,1,0,17:49:57.374
4.201797338999313,1,42,1,0.1999999761581421,1,0,17:49:57.475
4.30206453899882,1,43,1,0.1999996304512024,1,0,17:49:57.575
4.401308406999306,1,44,1,0.19999998807907104,1,0,17:49:57.674
4.501690146997134,1,45,1,0.19999998807907104,1,0,17:49:57.775
4.601995619999798,1,46,1,0.19999972581863404,1,0,17:49:57.875
4.702070053997886,1,47,1,0.19999901056289673,1,0,17:49:57.975
4.801492717997462,1,48,1,0.19999940395355226,1,0,17:49:58.074
4.901774722999107,1,49,1,0.19999870061874392,1,0,17:49:58.175
5.002017617000092,1,50,1,0.19999886751174928,1,0,17:49:58.275
5.101052235997486,1,51,1,0.1999999523162842,1,0,17:49:58.374
5.200980837998941,1,52,1,0.19999848604202272,1,0,17:49:58.474
5.301965457998449,1,53,1,0.1999999761581421,1,0,17:49:58.575
5.401449861998117,1,54,1,0.19999988079071046,1,0,17:49:58.674
5.502098400997056,1,55,1,0.1999989986419678,1,0,17:49:58.775
5.601850440998533,1,56,1,0.19999862909317018,1,0,17:49:58.875
5.702604580998013,1,57,1,0.19999905824661257,1,0,17:49:58.975
5.801702057997318,1,58,1,0.19999821186065675,1,0,17:49:59.075
5.90179409099801,1,59,1,0.19999940395355226,1,0,17:49:59.175
6.001151101998403,1,60,1,0.1999988317489624,1,0,17:49:59.274
6.101235591999284,1,61,1,0.19999884366989137,1,0,17:49:59.374
6.201162237997778,1,62,1,0.19999916553497316,1,0,17:49:59.474
6.301410996999039,1,63,1,0.1999992370605469,1,0,17:49:59.574
6.401249921000272,1,64,1,0.1999994993209839,1,0,17:49:59.674
6.7449062729974685,1,65,1,0.1999349355697632,1,0,17:50:00.018
6.750320737999573,1,66,1,0.1765729308128357,0,0,17:50:00.023
6.755090417998872,1,67,1,0.12857293081283572,0,0,17:50:00.028
6.80683556099757,1,68,1,0.08057293081283572,1,0,17:50:00.080
6.907688595998479,1,69,1,0.032572930812835715,1,0,17:50:00.181
7.006703377999656,1,70,1,-0.015427069187164286,1,0,17:50:00.280
7.10674987299717,1,71,1,-0.06342706918716429,1,0,17:50:00.380
7.206497162998858,1,72,1,-0.046399036049842836,1,0,17:50:00.479
7.3067070889992465,1,73,1,0.0016009639501571651,1,0,17:50:00.580
7.406710002000182,1,74,1,0.049600963950157166,1,0,17:50:00.680
7.506549483998242,1,75,1,0.09760096395015716,1,0,17:50:00.779
7.606911945997126,1,76,1,0.14560096395015715,1,0,17:50:00.880
7.706754500999523,1,77,1,0.16206732988357545,1,0,17:50:00.980
7.806492011997761,1,78,1,0.11406732988357544,1,0,17:50:01.079
7.905864107997331,1,79,1,0.1612487316131592,1,0,17:50:01.179
8.007012156998826,1,80,1,0.1132487316131592,1,0,17:50:01.280
8.10682593599995,1,81,1,0.0923553764820099,1,0,17:50:01.380
8.207354341997416,1,82,1,0.04435537648200989,1,0,17:50:01.480
8.306458242997905,1,83,1,0.06689515113830567,1,0,17:50:01.579
8.406800030999875,1,84,1,0.07810539603233338,1,0,17:50:01.680
8.506426631996874,1,85,1,0.11770586967468262,1,0,17:50:01.779
8.606826807998004,1,86,1,0.1408759355545044,1,0,17:50:01.880
8.706854025997018,1,87,1,0.0928759355545044,1,0,17:50:01.980
