time_s,episode,attempt,success,residual_mpa,timing_accurate,episode_done,timestamp
93.8460219990011,3,54,1,0.0,1,1,17:13:06.315
93.85615824900015,3,55,1,0.0,1,1,17:13:06.325
93.86628947099962,3,56,1,0.0,1,1,17:13:06.335
93.87642627999958,3,57,1,0.0,1,1,17:13:06.346
93.88655303199994,3,58,1,0.0,1,1,17:13:06.356
93.89669514900015,3,59,1,0.0,1,1,17:13:06.366
93.90686185000231,3,60,1,0.0,1,1,17:13:06.376
93.91704196100181,3,61,1,0.0,1,1,17:13:06.386
93.92721732300197,3,62,1,0.0,1,1,17:13:06.396
93.93749660899994,3,63,1,0.0,1,1,17:13:06.407
93.94771443400168,3,64,1,0.0,1,1,17:13:06.417
93.9578990150003,3,65,1,0.0,1,1,17:13:06.427
93.96814142400035,3,66,1,0.0,1,1,17:13:06.437
93.97846289500012,3,67,1,0.0,1,1,17:13:06.448
93.98868072000187,3,68,1,0.0,1,1,17:13:06.458
93.99888513599944,3,69,1,0.0,1,1,17:13:06.468
94.00910882800235,3,70,1,0.0,1,1,17:13:06.478
94.01935459000015,3,71,1,0.0,1,1,17:13:06.489
94.02961655499894,3,72,1,0.0,1,1,17:13:06.499
94.03989304700008,3,73,1,0.0,1,1,17:13:06.509
94.05015808600001,3,74,1,0.0,1,1,17:13:06.519
94.06043066699931,3,75,1,0.0,1,1,17:13:06.530
94.07064430199898,3,76,1,0.0,1,1,17:13:06.540
94.08091995599898,3,77,1,0.0,1,1,17:13:06.550
94.09114392700212,3,78,1,0.0,1,1,17:13:06.560
94.10136370799955,3,79,1,0.0,1,1,17:13:06.571
94.11159103200043,3,80,1,0.0,1,1,17:13:06.581
94.12178175900044,3,81,1,0.0,1,1,17:13:06.591
94.13207082300141,3,82,1,0.0,1,1,17:13:06.601
94.14234089000092,3,83,1,0.0,1,1,17:13:06.612
94.15251960400201,3,84,1,0.0,1,1,17:13:06.622
94.16272960700007,3,85,1,0.0,1,1,17:13:06.632
94.17310331800036,3,86,1,0.0,1,1,17:13:06.642
94.18344853500093,3,87,1,0.0,1,1,17:13:06.653
94.19376693199956,3,88,1,0.0,1,1,17:13:06.663
94.20398391900017,3,89,1,0.0,1,1,17:13:06.673
94.21414587099935,3,90,1,0.0,1,1,17:13:06.683
94.22433995100073,3,91,1,0.0,1,1,17:13:06.694
94.23448206800094,3,92,1,0.0,1,1,17:13:06.704
94.24463312499938,3,93,1,0.0,1,1,17:13:06.714
94.25478948900127,3,94,1,0.0,1,1,17:13:06.724
94.26499893399887,3,95,1,0.0,1,1,17:13:06.734
94.27523379999911,3,96,1,0.0,1,1,17:13:06.744
94.28550554300091,3,97,1,0.0,1,1,17:13:06.755
94.2958035470001,3,98,1,0.0,1,1,17:13:06.765
94.30610993099981,3,99,1,0.0,1,1,17:13:06.775
94.31636938199881,3,100,1,0.0,1,1,17:13:06.786
94.83278679900104,3,101,1,0.0,1,0,17:13:07.302
94.84308340600182,3,102,1,0.0,1,0,17:13:07.312
94.85337833700032,3,103,1,0.0,1,0,17:13:07.323
94.86364337499981,3,104,1,0.0,1,0,17:13:07.333
94.87395031800042,3,105,1,0.0,1,0,17:13:07.343
94.88420390300234,3,106,1,0.0,1,0,17:13:07.353
94.89444854700196,3,107,1,0.0,1,0,17:13:07.364
94.90464933100156,3,108,1,0.0,1,0,17:13:07.374
94.9149112970008,3,109,1,0.0,1,0,17:13:07.384
94.92511906499931,3,110,1,0.0,1,0,17:13:07.394
