time_s,episode,attempt,success,residual_mpa,timing_accurate,episode_done,timestamp
93.30287984000097,3,1,1,0.0,1,1,17:13:05.772
93.31306190599935,3,2,1,0.0,1,1,17:13:05.782
93.32324592800069,3,3,1,0.0,1,1,17:13:05.792
93.3335852780001,3,4,1,0.0,1,1,17:13:05.803
93.34381344000212,3,5,1,0.0,1,1,17:13:05.813
93.3539723190006,3,6,1,0.0,1,1,17:13:05.823
93.3641717060018,3,7,1,0.0,1,1,17:13:05.833
93.37445378499979,3,8,1,0.0,1,1,17:13:05.844
93.38465848000124,3,9,1,0.0,1,1,17:13:05.854
93.39488049600186,3,10,1,0.0,1,1,17:13:05.864
93.40511424500073,3,11,1,0.0,1,1,17:13:05.874
93.41539939799986,3,12,1,0.0,1,1,17:13:05.885
93.42563985200104,3,13,1,0.0,1,1,17:13:05.895
93.43606580499909,3,14,1,0.0,1,1,17:13:05.905
93.44639565599937,3,15,1,0.0,1,1,17:13:05.916
93.45725239199965,3,16,1,0.0,1,1,17:13:05.926
93.46752581100009,3,17,1,0.0,1,1,17:13:05.937
93.47769363000043,3,18,1,0.0,1,1,17:13:05.947
93.48791955699926,3,19,1,0.0,1,1,17:13:05.957
93.49820387100044,3,20,1,0.0,1,1,17:13:05.967
93.50844600200071,3,21,1,0.0,1,1,17:13:05.978
93.51864371199918,3,22,1,0.0,1,1,17:13:05.988
93.52880287100197,3,23,1,0.0,1,1,17:13:05.998
93.5390419280011,3,24,1,0.0,1,1,17:13:06.008
93.54936311900019,3,25,1,0.0,1,1,17:13:06.019
93.55963514100222,3,26,1,0.0,1,1,17:13:06.029
93.56983508700068,3,27,1,0.0,1,1,17:13:06.039
93.58009090600171,3,28,1,0.0,1,1,17:13:06.049
93.5903581800012,3,29,1,0.0,1,1,17:13:06.060
93.60055114100032,3,30,1,0.0,1,1,17:13:06.070
93.6107130929995,3,31,1,0.0,1,1,17:13:06.080
93.6209024230011,3,32,1,0.0,1,1,17:13:06.090
93.63110041400068,3,33,1,0.0,1,1,17:13:06.100
93.64132354699905,3,34,1,0.0,1,1,17:13:06.111
93.65154500399876,3,35,1,0.0,1,1,17:13:06.121
93.66176394700233,3,36,1,0.0,1,1,17:13:06.131
93.67197227400175,3,37,1,0.0,1,1,17:13:06.141
93.68218758500007,3,38,1,0.0,1,1,17:13:06.151
93.69239814699904,3,39,1,0.0,1,1,17:13:06.162
93.70263021999926,3,40,1,0.0,1,1,17:13:06.172
93.7128798929989,3,41,1,0.0,1,1,17:13:06.182
93.72316001700165,3,42,1,0.0,1,1,17:13:06.192
93.73346109400154,3,43,1,0.0,1,1,17:13:06.203
93.7436741700003,3,44,1,0.0,1,1,17:13:06.213
93.7539112710001,3,45,1,0.0,1,1,17:13:06.223
93.7641983800022,3,46,1,0.0,1,1,17:13:06.233
93.77446676999898,3,47,1,0.0,1,1,17:13:06.244
93.78470443100014,3,48,1,0.0,1,1,17:13:06.254
93.79499628800113,3,49,1,0.0,1,1,17:13:06.264
93.80524763699941,3,50,1,0.0,1,1,17:13:06.274
93.81550429500203,3,51,1,0.0,1,1,17:13:06.285
93.82572770700062,3,52,1,0.0,1,1,17:13:06.295
93.8358857480016,3,53,1,0.0,1,1,17:13:06.305
