time_s,episode,step,residual_mpa,timing_accurate,episode_done,sander_active,current_force,target_force,force_error,force_error_dot,force_error_int,pi_output
0.27637648599920794,1,1,0.048,1,0,1,-28.893848,-30.0,-1.1061516,0.0,-100.0,0.06940262
0.2773593019992404,1,2,0.096,0,0,1,-28.61591,-30.0,-1.3840904,-4.983902,-100.0,0.22311145
0.30183612600012566,1,3,0.14400000000000002,1,0,1,-28.6146,-30.0,-1.3854008,0.0,-100.0,0.22325952
0.40279495699905965,1,4,0.192,1,0,1,-28.704304,-30.0,-1.2956963,0.0,-100.0,0.222919
0.5019510269994498,1,5,0.2,1,0,1,-28.703726,-30.0,-1.2962742,-0.11062621,-100.0,0.22303446
0.6025450029992498,1,6,0.2,1,0,1,-28.70481,-30.0,-1.2951908,0.0,-100.0,0.22312565
0.7036560899996402,1,7,0.2,1,0,1,-28.709625,-30.0,-1.2903748,0.0,-100.0,0.22315334
0.802586429999792,1,8,0.2,1,0,1,-28.71169,-30.0,-1.2883091,0.0,-100.0,0.22328895
0.9018394409995381,1,9,0.2,1,0,1,-28.71373,-30.0,-1.2862701,0.0,-100.0,0.2233515
1.0025460019987804,1,10,0.2,1,0,1,-28.724377,-30.0,-1.2756233,0.0,-100.0,0.2232579
1.1024513369993656,1,11,0.2,1,0,1,-28.736916,-30.0,-1.2630844,0.0,-100.0,0.22315283
1.2025047369988897,1,12,0.2,1,0,1,-28.74801,-30.0,-1.2519894,0.25558472,-100.0,0.22394653
1.3030970370000432,1,13,0.2,1,0,1,-28.784086,-30.0,-1.2159138,-9.304047,-100.0,0.2248174
1.4019416109986196,1,14,0.2,1,0,1,-28.924904,-30.0,-1.0750961,0.7038116,-100.0,0.22440182
1.502193921000071,1,15,0.2,1,0,1,-28.881353,-30.0,-1.1186466,0.0,-100.0,0.22561592
1.6023043120003422,1,16,0.2,1,0,1,-28.81722,-30.0,-1.1827793,0.0,-100.0,0.22703756
1.7023225119992276,1,17,0.2,1,0,1,-28.852089,-30.0,-1.1479111,-0.56648254,-100.0,0.2270663
1.8029606290001539,1,18,0.2,1,0,1,-28.813606,-30.0,-1.1863937,0.0,-100.0,0.22837943
1.903009280000333,1,19,0.2,1,0,1,-28.797285,-30.0,-1.2027149,-0.10108947,-100.0,0.22951882
2.0024106349992508,1,20,0.2,1,0,1,-28.773695,-30.0,-1.226305,0.0,-100.0,0.23112136
2.1028794550002203,1,21,0.2,1,0,1,-28.767199,-30.0,-1.2328014,1.888275,-100.0,0.23200601
2.202373838999847,1,22,0.2,1,0,1,-28.740944,-30.0,-1.2590561,0.0,-100.0,0.23294577
2.3022682789996907,1,23,0.2,1,0,1,-28.84695,-30.0,-1.1530495,0.0,-100.0,0.23215804
2.402912262999962,1,24,0.2,1,0,1,-28.857279,-30.0,-1.1427212,0.0,-100.0,0.23280014
2.5024270419999084,1,25,0.2,1,0,1,-28.857576,-30.0,-1.1424236,0.0,-100.0,0.23324168
2.601795990998653,1,26,0.2,1,0,1,-28.940516,-30.0,-1.0594845,0.0,-100.0,0.23274072
2.7017451869996876,1,27,0.2,1,0,1,-28.93406,-30.0,-1.0659409,0.0,-100.0,0.23342845
2.8017415960002836,1,28,0.2,1,0,1,-28.953514,-30.0,-1.0464859,0.0,-100.0,0.23374031
2.901810081999429,1,29,0.2,1,0,1,-28.982044,-30.0,-1.0179558,0.0,-100.0,0.23396263
3.001986962999581,1,30,0.2,1,0,1,-28.903194,-30.0,-1.0968056,0.0,-100.0,0.23578824
3.1023208489987155,1,31,0.2,1,0,1,-28.831146,-30.0,-1.1688538,0.0,-100.0,0.23703483
3.201919437999095,1,32,0.2,1,0,1,-28.766441,-30.0,-1.2335587,-0.29563904,-100.0,0.23853703
3.301846004998879,1,33,0.2,1,0,1,-28.814402,-30.0,-1.1855984,6.86264,-100.0,0.23836449
3.4031772349990206,1,34,0.2,1,0,1,-28.886148,-30.0,-1.1138515,-0.19073485,-100.0,0.23790844
3.502188312999351,1,35,0.2,1,0,1,-29.005806,-30.0,-0.99419403,1.6021727,-100.0,0.23751695
3.601938040999812,1,36,0.2,1,0,1,-29.014435,-30.0,-0.9855652,0.0,-100.0,0.23798788
3.7017771669998183,1,37,0.2,1,0,1,-29.04985,-30.0,-0.95014954,0.2975464,-100.0,0.23801965
3.801777766999294,1,38,0.2,1,0,1,-29.065334,-30.0,-0.9346657,0.0,-100.0,0.23814583
3.901814963999641,1,39,0.2,1,0,1,-29.021242,-30.0,-0.97875786,0.0,-100.0,0.23939629
