time_s,episode,attempt,send_success,error,sof_hex,residual,timing_accurate,episode_done,checksum_hex,packet_bytes,packet_size,timestamp
30.007815369001037,1,1,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.477
30.01801754400003,1,2,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.487
30.02823340699979,1,3,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.497
30.038456812999357,1,4,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.508
30.048718492998887,1,5,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.518
30.05888686400067,1,6,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.528
30.069147425001574,1,7,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.538
30.07936775900089,1,8,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.549
30.08960960300101,1,9,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.559
30.099785516998963,1,10,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.569
30.109972047001065,1,11,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.579
30.120295466000243,1,12,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.590
30.130487582999194,1,13,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.600
30.140663497000787,1,14,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.610
30.150827118999587,1,15,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.620
30.161006943999382,1,16,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.630
30.1711593910004,1,17,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.640
30.181342289000895,1,18,True,,0xBBBB,0.0,True,True,0x97C1,BBBB00000000010197C1,10,17:12:02.651
