time_s,episode,step,residual_mpa,timing_accurate,episode_done,sander_active,current_force,target_force,force_error,force_error_dot,force_error_int,pi_output
0.29167319999760366,1,1,0.048,1,0,1,-29.452225,-30.0,-0.54777527,-12.134551,-66.824356,0.20722826
0.2926663589969394,1,2,0.096,0,0,1,-29.877247,-30.0,-0.12275314,24.333952,-66.8302,0.20393407
0.30197104800026864,1,3,0.14400000000000002,1,0,1,-29.936861,-30.0,-0.06313896,59.614178,-66.83026,0.20365316
0.40133728299770155,1,4,0.192,1,0,1,-29.782433,-30.0,-0.21756744,11.039733,-66.831276,0.20535956
0.502490366998245,1,5,0.19999994039535524,1,0,1,-29.757627,-30.0,-0.24237251,50.63438,-66.83442,0.20629117
0.6019189019971236,1,6,0.1999990463256836,1,0,1,-29.619406,-30.0,-0.38059425,-40.01236,-66.83717,0.20770285
0.701762859000155,1,7,0.19999808073043823,1,0,1,-29.581503,-30.0,-0.4184971,-17.482758,-66.84139,0.20883515
0.8014640569999756,1,8,0.19999890327453615,1,0,1,-29.411737,-30.0,-0.58826256,-23.275373,-66.84662,0.21177667
0.9024109659985697,1,9,0.1999995231628418,1,0,1,-29.330204,-30.0,-0.669796,31.122206,-66.85335,0.21451887
1.0016741119979997,1,10,0.1999998450279236,1,0,1,-29.153912,-30.0,-0.8460884,-83.57238,-66.86006,0.21680349
1.1020119940003497,1,11,0.19999839067459108,1,0,1,-29.147207,-30.0,-0.85279274,-17.150879,-66.86897,0.21870056
1.201552834998438,1,12,0.19999916553497316,1,0,1,-29.020805,-30.0,-0.97919464,-4.896164,-66.87828,0.22218764
1.3017686319981294,1,13,0.1999992609024048,1,0,1,-28.661972,-30.0,-1.338028,-5.775451,-66.89068,0.22818626
1.4016983549990982,1,14,0.19999908208847048,1,0,1,-28.876427,-30.0,-1.1235733,7.0800776,-66.90268,0.22823915
1.5017406639999535,1,15,0.1999980926513672,1,0,1,-28.847431,-30.0,-1.1525688,-16.397476,-66.91393,0.23042248
1.60237775099813,1,16,0.19999916553497316,1,0,1,-28.847816,-30.0,-1.1521835,21.598814,-66.92517,0.23297451
1.70138443599717,1,17,0.19999910593032838,1,0,1,-28.987799,-30.0,-1.0122013,-5.281448,-66.936226,0.23286949
1.8019125689970679,1,18,0.1999990224838257,1,0,1,-28.689306,-30.0,-1.3106937,-10.318755,-66.94785,0.23866574
1.9020238809971488,1,19,0.19999890327453615,1,0,1,-28.798729,-30.0,-1.201271,-5.0144196,-66.96093,0.23955761
2.001378659999318,1,20,0.19999929666519167,1,0,1,-28.654076,-30.0,-1.3459244,6.633758,-66.97336,0.24396056
2.1021442569981446,1,21,0.19999996423721314,1,0,1,-28.925562,-30.0,-1.0744381,56.451794,-66.986435,0.24311776
2.201226091998251,1,22,0.19999918937683106,1,0,1,-28.999115,-30.0,-1.000885,21.331785,-66.99669,0.2442709
2.301550562999182,1,23,0.19999998807907104,1,0,1,-29.328005,-30.0,-0.67199516,80.39474,-67.00525,0.24258244
2.4019870619995345,1,24,0.19999881982803347,1,0,1,-29.394524,-30.0,-0.6054764,19.9337,-67.01109,0.24264696
2.5012381950000417,1,25,0.1999993681907654,1,0,1,-29.786879,-30.0,-0.21312141,36.031723,-67.01502,0.23876607
2.6013651519970153,1,26,0.19999994039535524,1,0,1,-29.722372,-30.0,-0.27762794,47.82104,-67.0177,0.24049129
2.7016505119972862,1,27,0.19999978542327881,1,0,1,-29.564735,-30.0,-0.4352646,-79.28276,-67.02079,0.24165629
2.8023867739975685,1,28,0.19999924898147584,1,0,1,-29.637547,-30.0,-0.36245346,-2.5901792,-67.02496,0.24202833
2.9014876049986924,1,29,0.19999881982803347,1,0,1,-29.72884,-30.0,-0.27116013,3.6697385,-67.027954,0.24178563
3.0015413669971167,1,30,0.19999839067459108,1,0,1,-29.506546,-30.0,-0.49345398,-28.04756,-67.03208,0.24477443
3.1021334739998565,1,31,0.19999836683273317,1,0,1,-29.235107,-30.0,-0.7648926,-24.692533,-67.03841,0.24906233
3.2017958389988053,1,32,0.19999920129776003,1,0,1,-29.328636,-30.0,-0.67136383,-5.8364863,-67.04556,0.24929817
3.3012768919979862,1,33,0.1999995231628418,1,0,1,-29.397966,-30.0,-0.6020336,-65.12642,-67.050705,0.24914703
3.4015041419988847,1,34,0.19999969005584717,1,0,1,-29.150068,-30.0,-0.8499317,36.920547,-67.05954,0.2540819
3.5018850460000976,1,35,0.199998676776886,1,0,1,-29.152426,-30.0,-0.84757423,-26.792524,-67.06718,0.2551914
3.601176686999679,1,36,0.19999909400939941,1,0,1,-29.05279,-30.0,-0.9472103,22.878645,-67.076485,0.25841203
3.7015902759994788,1,37,0.19999887943267824,1,0,1,-28.916653,-30.0,-1.0833473,-24.417875,-67.0863,0.26137954
3.802132654996967,1,38,0.19999862909317018,1,0,1,-29.149822,-30.0,-0.85017776,22.785185,-67.09594,0.2607688
3.9015108999992663,1,39,0.1999980926513672,1,0,1,-29.060791,-30.0,-0.939209,-27.84538,-67.1048,0.2629132
4.002137647999916,1,40,0.19999918937683106,1,0,1,-28.972282,-30.0,-1.0277176,26.06201,-67.11506,0.26627836
4.101151873997878,1,41,0.19999855756759644,1,0,1,-28.811024,-30.0,-1.1889763,-1.0356903,-67.12538,0.27021748
4.201862711997819,1,42,0.1999999761581421,1,0,1,-29.131365,-30.0,-0.8686352,61.52534,-67.135864,0.26849604
4.3020980629989936,1,43,0.1999996304512024,1,0,1,-29.184282,-30.0,-0.8157177,40.06195,-67.14528,0.2692828
4.40134528300041,1,44,0.19999998807907104,1,0,1,-29.401382,-30.0,-0.59861755,85.03532,-67.15269,0.26896623
4.501723671997752,1,45,0.19999998807907104,1,0,1,-30.278067,-30.0,0.27806664,90.20423,-67.15427,0.25907683
4.602032496997708,1,46,0.19999972581863404,1,0,1,-30.637585,-30.0,0.6375847,40.452953,-67.14911,0.2540838
4.702111679998779,1,47,0.19999901056289673,1,0,1,-30.628424,-30.0,0.6284237,-36.97586,-67.14247,0.25239128
4.801530433000153,1,48,0.19999940395355226,1,0,1,-30.34724,-30.0,0.34724045,23.509977,-67.13887,0.25548452
4.901814672997716,1,49,0.19999870061874392,1,0,1,-30.370903,-30.0,0.37090302,-39.354324,-67.13484,0.25382438
5.002051420000498,1,50,0.19999886751174928,1,0,1,-30.301857,-30.0,0.301857,-38.370132,-67.13174,0.253879
5.101090508997004,1,51,0.1999999523162842,1,0,1,-30.233467,-30.0,0.2334671,49.592968,-67.12962,0.2552569
5.201011288998416,1,52,0.19999848604202272,1,0,1,-29.76175,-30.0,-0.23825073,-28.585432,-67.12923,0.26004943
5.301996746999066,1,53,0.1999999761581421,1,0,1,-30.05626,-30.0,0.056259155,55.177685,-67.13018,0.25724596
5.401488135998079,1,54,0.19999988079071046,1,0,1,-29.969175,-30.0,-0.030824661,37.88376,-67.13027,0.25832897
5.502171036998334,1,55,0.1999989986419678,1,0,1,-29.704027,-30.0,-0.29597282,-11.1083975,-67.13143,0.2612864
5.601887597000314,1,56,0.19999862909317018,1,0,1,-29.739763,-30.0,-0.26023674,-41.33224,-67.13368,0.26056507
5.702677496999968,1,57,0.19999905824661257,1,0,1,-29.600044,-30.0,-0.39995575,-13.298034,-67.13705,0.26314136
5.801732230000198,1,58,0.19999821186065675,1,0,1,-29.51422,-30.0,-0.48578072,-27.395247,-67.141846,0.26467806
5.901836555000045,1,59,0.19999940395355226,1,0,1,-29.49133,-30.0,-0.5086708,-58.977123,-67.146385,0.2655151
6.001182111998787,1,60,0.1999988317489624,1,0,1,-29.548018,-30.0,-0.4519825,19.557953,-67.151474,0.26657382
6.1012724680003885,1,61,0.19999884366989137,1,0,1,-29.392883,-30.0,-0.6071167,-17.17186,-67.15645,0.26897028
6.20119240999702,1,62,0.19999916553497316,1,0,1,-29.468702,-30.0,-0.5312977,30.612944,-67.16261,0.26944593
6.301441168998281,1,63,0.1999992370605469,1,0,1,-29.514288,-30.0,-0.48571205,12.613296,-67.16787,0.26987517
6.40128176899816,1,64,0.1999994993209839,1,0,1,-29.516397,-30.0,-0.48360252,36.203384,-67.17286,0.27107412
6.744958515999315,1,65,0.1999349355697632,1,0,1,-29.59109,-30.0,-0.40891075,24.311064,-67.17745,0.27078626
6.750353703999281,1,66,0.1765729308128357,0,0,1,-30.008339,-30.0,0.008338928,-36.518097,-67.184654,0.26664174
6.755124221999722,1,67,0.12857293081283572,0,0,1,-30.008339,-30.0,0.008338928,-36.518097,-67.184654,0.26664174
6.806867687999329,1,68,0.08057293081283572,1,0,1,-30.270063,-30.0,0.2700634,76.07269,-67.18407,0.26470613
6.907731339997554,1,69,0.032572930812835715,1,0,1,-30.796234,-30.0,0.79623413,80.37185,-67.178505,0.25801697
7.006738857999153,1,70,-0.015427069187164286,1,0,1,-31.075348,-30.0,1.0753479,-23.132322,-67.169,0.25184897
7.106787587999861,1,71,-0.06342706918716429,1,0,1,-31.150543,-30.0,1.1505432,10.324477,-67.15814,0.24968396
7.206535715999053,1,72,-0.046399036049842836,1,0,1,-30.878334,-30.0,0.87833405,25.093077,-67.1487,0.25133637
7.306743127999653,1,73,0.0016009639501571651,1,0,1,-31.002136,-30.0,1.0021362,19.71817,-67.13934,0.24800397
7.406752186998347,1,74,0.049600963950157166,1,0,1,-30.73015,-30.0,0.7301502,-21.91162,-67.13095,0.24931349
7.506601446999412,1,75,0.09760096395015716,1,0,1,-30.529678,-30.0,0.52967834,-9.969711,-67.125824,0.25090927
7.606953292997787,1,76,0.14560096395015715,1,0,1,-30.664173,-30.0,0.6641731,8.852005,-67.11988,0.24813916
7.706794729998364,1,77,0.16206732988357545,1,0,1,-30.613102,-30.0,0.61310196,-29.655455,-67.11316,0.2472445
7.80653643199912,1,78,0.11406732988357544,1,0,1,-30.382627,-30.0,0.3826275,-22.474287,-67.10823,0.24900979
7.9059034989986685,1,79,0.1612487316131592,1,0,1,-30.348822,-30.0,0.34882164,5.550384,-67.10454,0.24893747
8.007058810999297,1,80,0.1132487316131592,1,0,1,-30.40644,-30.0,0.40644073,14.137267,-67.10068,0.24762796
8.106862811997416,1,81,0.0923553764820099,1,0,1,-30.133287,-30.0,0.13328743,-83.07647,-67.097755,0.24923018
8.207394291999663,1,82,0.04435537648200989,1,0,1,-30.164892,-30.0,0.1648922,36.27014,-67.09701,0.24974294
8.306504617998144,1,83,0.06689515113830567,1,0,1,-30.205393,-30.0,0.20539284,13.877868,-67.09527,0.24871409
8.406841097999859,1,84,0.07810539603233338,1,0,1,-30.161009,-30.0,0.16100883,14.972686,-67.09336,0.24914356
8.506464625999797,1,85,0.11770586967468262,1,0,1,-30.3112,-30.0,0.3111992,0.2822876,-67.09106,0.24659583
8.60686340599932,1,86,0.1408759355545044,1,0,1,-30.164225,-30.0,0.16422462,-15.6822195,-67.08888,0.24790671
8.706890343997657,1,87,0.0928759355545044,1,0,1,-30.2222,-30.0,0.2222004,17.522812,-67.0872,0.24715355
8.806813914998202,1,88,0.04487593555450439,1,0,1,-30.524343,-30.0,0.5243435,39.115906,-67.08367,0.24312617
8.90681766399939,1,89,-0.0031240644454956085,1,0,1,-30.441654,-30.0,0.4416542,4.081726,-67.07871,0.24319038
9.007363671000348,1,90,0.04487593555450439,1,0,1,-31.173943,-30.0,1.1739426,73.46344,-67.070305,0.23371069
9.106531825000275,1,91,-0.0031240644454956085,1,0,1,-31.764307,-30.0,1.764307,10.951995,-67.05454,0.22381555
9.206258160997095,1,92,0.017778927087783815,1,0,1,-31.878967,-30.0,1.8789673,-29.85954,-67.03607,0.21887536
9.30578139499994,1,93,0.020535917580127717,1,0,1,-31.791615,-30.0,1.7916145,-8.218765,-67.01742,0.21682759
9.406379363997985,1,94,0.0032029256224632256,1,0,1,-31.644344,-30.0,1.6443443,3.7078855,-67.00055,0.21535632
9.506499610997707,1,95,-0.04479707437753677,1,0,1,-31.539534,-30.0,1.5395336,-22.632597,-66.98471,0.21345279
9.60732833899965,1,96,-0.09279707437753677,1,0,1,-31.496805,-30.0,1.4968052,-21.671293,-66.97023,0.21100082
9.708582547998958,1,97,-0.14079707437753677,1,0,1,-31.342161,-30.0,1.3421612,-48.57635,-66.956085,0.21011813
9.805811875998188,1,98,-0.09279707437753677,1,0,1,-31.12606,-30.0,1.1260605,19.008636,-66.94431,0.21114294
9.90642744499928,1,99,-0.04479707437753677,1,0,1,-30.846165,-30.0,0.8461647,-23.065565,-66.93401,0.21223459
10.00643678099732,1,100,-0.09279707437753677,1,0,1,-31.151993,-30.0,1.1519928,30.000685,-66.92376,0.20696908
10.10743285100034,1,101,-0.04479707437753677,1,0,1,-31.061537,-30.0,1.0615368,-33.042908,-66.912544,0.20534506
10.207004694999341,1,102,-0.005277493223547938,1,0,1,-31.045261,-30.0,1.0452614,-8.00705,-66.9015,0.20391363
10.309066001998872,1,103,-0.04171425998210907,1,0,1,-30.633226,-30.0,0.6332264,27.555464,-66.89386,0.20746435
10.407369505999668,1,104,-0.08971425998210908,1,0,1,-30.63027,-30.0,0.63027,-34.488678,-66.88709,0.20555979
10.506932967997272,1,105,-0.04171425998210908,1,0,1,-30.686977,-30.0,0.6869774,0.98419183,-66.88045,0.20395775
10.605692124998313,1,106,-0.08971425998210908,1,0,1,-30.58276,-30.0,0.58275986,-5.6076045,-66.87398,0.20407167
10.706717249999201,1,107,-0.04171425998210908,1,0,1,-30.8287,-30.0,0.8286991,41.276928,-66.867294,0.20024326
10.805833998998423,1,108,-0.08971425998210908,1,0,1,-30.900808,-30.0,0.90080833,49.25346,-66.858696,0.19810762
10.907551401000092,1,109,-0.04171425998210908,1,0,1,-31.020124,-30.0,1.0201244,-55.11665,-66.84842,0.19370359
11.006236523997359,1,110,0.006285740017890923,1,0,1,-30.856306,-30.0,0.8563061,-51.68533,-66.83919,0.19407713
11.107340430997283,1,111,-0.04171425998210908,1,0,1,-30.964756,-30.0,0.964756,46.129223,-66.83081,0.19204156
11.207255618999625,1,112,-0.08971425998210908,1,0,1,-31.211977,-30.0,1.211977,19.294739,-66.81952,0.18706681
11.307868392999808,1,113,-0.10454041957855226,1,0,1,-31.790854,-30.0,1.7908535,66.54167,-66.8043,0.17815638
11.406920048997563,1,114,-0.14337873458862305,1,0,1,-32.17305,-30.0,2.17305,46.047207,-66.78443,0.16999629
11.508118103000015,1,115,-0.09537873458862305,1,0,1,-32.40346,-30.0,2.4034615,-47.256466,-66.760826,0.16240373
11.60707281699797,1,116,-0.047378734588623045,1,0,1,-32.15545,-30.0,2.155449,-16.342163,-66.73809,0.1616338
11.707273800999246,1,117,0.0006212654113769561,1,0,1,-32.048378,-30.0,2.048378,7.2326655,-66.71711,0.15916038
11.805410799999663,1,118,-0.047378734588623045,1,0,1,-32.262962,-30.0,2.2629623,45.356747,-66.69602,0.15283434
11.90577158099768,1,119,-0.09537873458862305,1,0,1,-32.153286,-30.0,2.153286,-3.0632017,-66.67399,0.1499006
12.006665400997008,1,120,-0.047378734588623045,1,0,1,-32.059868,-30.0,2.0598679,-9.098053,-66.654335,0.14682116
12.106291719999717,1,121,-0.047657787799835205,1,0,1,-31.95278,-30.0,1.9527798,17.023087,-66.63393,0.14522673
12.206370058996981,1,122,-0.0956577877998352,1,0,1,-31.703028,-30.0,1.7030277,37.75406,-66.61633,0.14476709
12.306909916998848,1,123,-0.047657787799835205,1,0,1,-31.901213,-30.0,1.9012127,-103.502266,-66.59677,0.13741103
12.407179902998905,1,124,-0.0956577877998352,1,0,1,-31.45236,-30.0,1.4523602,-69.33212,-66.57907,0.1402719
12.50582703100008,1,125,-0.047657787799835205,1,0,1,-31.57815,-30.0,1.5781498,49.659725,-66.56427,0.13648278
12.60693708299732,1,126,0.0003422122001647959,1,0,1,-31.487144,-30.0,1.4871445,-58.385845,-66.54902,0.13364947
12.70692742099709,1,127,0.0483422122001648,1,0,1,-31.634193,-30.0,1.6341934,-36.899567,-66.533005,0.12918665
12.807197964997613,1,128,0.0003422122001647959,1,0,1,-31.088263,-30.0,1.0882626,-2.4662018,-66.51969,0.13382828
12.906429812999704,1,129,-0.047657787799835205,1,0,1,-31.173626,-30.0,1.173626,-3.4236906,-66.507805,0.13035496
13.006681081998977,1,130,-0.0956577877998352,1,0,1,-31.608877,-30.0,1.6088772,-23.597715,-66.49292,0.12226343
13.10747432700009,1,131,-0.1436577877998352,1,0,1,-31.651134,-30.0,1.6511345,-54.616924,-66.4764,0.11856265
13.205795709000085,1,132,-0.19165778779983522,1,0,1,-31.374458,-30.0,1.3744583,-8.558273,-66.46193,0.119673535
13.306925594999484,1,133,-0.15923949480056765,1,0,1,-31.456545,-30.0,1.4565449,-9.105682,-66.44771,0.11589931
13.407315430999006,1,134,-0.11123949480056765,1,0,1,-31.75905,-30.0,1.7590504,92.71812,-66.43199,0.11059743
13.506241089999094,1,135,-0.06323949480056765,1,0,1,-32.852085,-30.0,2.852085,46.95892,-66.40801,0.093106054
13.607295546000387,1,136,-0.015239494800567646,1,0,1,-33.14356,-30.0,3.1435585,58.49838,-66.377945,0.08507696
13.707683145999908,1,137,0.032760505199432355,1,0,1,-32.885056,-30.0,2.8850555,-8.411407,-66.347565,0.08200923
13.80651717100045,1,138,0.08076050519943236,1,0,1,-32.752396,-30.0,2.7523956,32.066345,-66.31993,0.078609854
13.906442134997633,1,139,0.032760505199432355,1,0,1,-32.433323,-30.0,2.433323,-54.809566,-66.29363,0.07666865
14.005973466999421,1,140,0.08076050519943236,1,0,1,-32.297222,-30.0,2.2972221,-22.96066,-66.27033,0.073938735
14.10635855199871,1,141,0.032760505199432355,1,0,1,-32.18403,-30.0,2.1840286,-27.835844,-66.247795,0.0712184
14.206078457998956,1,142,-0.015239494800567646,1,0,1,-32.13896,-30.0,2.1389618,64.8613,-66.22728,0.06858866
14.307182641998224,1,143,0.032760505199432355,1,0,1,-31.894632,-30.0,1.8946323,-26.222227,-66.20694,0.06699005
14.406675419999374,1,144,0.08076050519943236,1,0,1,-31.803156,-30.0,1.8031559,-35.62355,-66.188126,0.06426654
14.508203127999877,1,145,0.032760505199432355,1,0,1,-31.71274,-30.0,1.71274,-108.415596,-66.169975,0.06125107
14.605947610998555,1,146,0.08076050519943236,1,0,1,-31.442904,-30.0,1.4429035,-33.19359,-66.15401,0.06231781
14.706986141998641,1,147,0.12876050519943236,1,0,1,-31.404594,-30.0,1.4045944,13.914107,-66.14005,0.060387325
14.806691521000175,1,148,0.08076050519943236,1,0,1,-31.379343,-30.0,1.379343,-21.02661,-66.12622,0.057734348
14.90759595399868,1,149,0.12876050519943236,1,0,1,-31.218836,-30.0,1.2188358,-26.048658,-66.11299,0.057273068
15.006679455000267,1,150,0.08076050519943236,1,0,1,-31.02832,-30.0,1.0283203,79.013824,-66.10225,0.058578197
15.106092332996923,1,151,0.032760505199432355,1,0,1,-31.174225,-30.0,1.1742249,-18.98384,-66.09062,0.05353688
15.206160333000298,1,152,-0.015239494800567646,1,0,1,-30.887974,-30.0,0.8879738,2.681732,-66.081726,0.055242293
15.306931506998808,1,153,0.032760505199432355,1,0,1,-30.815903,-30.0,0.8159027,29.117582,-66.073364,0.055020727
15.406954248999682,1,154,-0.002803338505327699,1,0,1,-31.191854,-30.0,1.1918545,-36.079407,-66.062744,0.047875326
