time_s,episode,attempt,success,residual_mpa,timing_accurate,episode_done,timestamp
30.0077782139997,1,1,1,0.0,1,1,17:12:02.477
30.01796613999977,1,2,1,0.0,1,1,17:12:02.487
30.028168593999,1,3,1,0.0,1,1,17:12:02.497
30.038410717999795,1,4,1,0.0,1,1,17:12:02.508
30.04863272700095,1,5,1,0.0,1,1,17:12:02.518
30.058848032000242,1,6,1,0.0,1,1,17:12:02.528
30.069055234998814,1,7,1,0.0,1,1,17:12:02.538
30.07932194300156,1,8,1,0.0,1,1,17:12:02.549
30.08953473300062,1,9,1,0.0,1,1,17:12:02.559
30.09974444999898,1,10,1,0.0,1,1,17:12:02.569
30.109925112999917,1,11,1,0.0,1,1,17:12:02.579
30.12016947200027,1,12,1,0.0,1,1,17:12:02.589
30.130445678001706,1,13,1,0.0,1,1,17:12:02.600
30.140620754002157,1,14,1,0.0,1,1,17:12:02.610
30.15078549300233,1,15,1,0.0,1,1,17:12:02.620
30.160960568999144,1,16,1,0.0,1,1,17:12:02.630
30.171128381000017,1,17,1,0.0,1,1,17:12:02.640
30.18129982499886,1,18,1,0.0,1,1,17:12:02.650
30.191458139001043,1,19,1,0.0,1,1,17:12:02.661
30.2016639450012,1,20,1,0.0,1,1,17:12:02.671
30.211889586000325,1,21,1,0.0,1,1,17:12:02.681
30.222081982999953,1,22,1,0.0,1,1,17:12:02.691
30.232349248999526,1,23,1,0.0,1,1,17:12:02.702
30.24257237599886,1,24,1,0.0,1,1,17:12:02.712
30.25278013800198,1,25,1,0.0,1,1,17:12:02.722
30.263001588002226,1,26,1,0.0,1,1,17:12:02.732
30.27322471500156,1,27,1,0.0,1,1,17:12:02.742
30.283508184998936,1,28,1,0.0,1,1,17:12:02.753
30.293732149999414,1,29,1,0.0,1,1,17:12:02.763
30.303875936999248,1,30,1,0.0,1,1,17:12:02.773
30.314012459999503,1,31,1,0.0,1,1,17:12:02.783
30.324222735998774,1,32,1,0.0,1,1,17:12:02.793
30.334545317000448,1,33,1,0.0,1,1,17:12:02.804
30.344789396000124,1,34,1,0.0,1,1,17:12:02.814
30.35499184999935,1,35,1,0.0,1,1,17:12:02.824
30.365225592999195,1,36,1,0.0,1,1,17:12:02.834
30.37554566000108,1,37,1,0.0,1,1,17:12:02.845
30.385845332999452,1,38,1,0.0,1,1,17:12:02.855
30.396089411999128,1,39,1,0.0,1,1,17:12:02.865
30.406373720001284,1,40,1,0.0,1,1,17:12:02.876
30.416639868999482,1,41,1,0.0,1,1,17:12:02.886
30.426877244000934,1,42,1,0.0,1,1,17:12:02.896
30.43705399600003,1,43,1,0.0,1,1,17:12:02.906
30.447222646002047,1,44,1,0.0,1,1,17:12:02.916
30.45745946199895,1,45,1,0.0,1,1,17:12:02.927
30.4676406840008,1,46,1,0.0,1,1,17:12:02.937
30.477811290002137,1,47,1,0.0,1,1,17:12:02.947
30.488026315000752,1,48,1,0.0,1,1,17:12:02.957
30.498238545998902,1,49,1,0.0,1,1,17:12:02.967
30.508521177998773,1,50,1,0.0,1,1,17:12:02.978
30.51872251399982,1,51,1,0.0,1,1,17:12:02.988
30.528956256999663,1,52,1,0.0,1,1,17:12:02.998
30.53916318100164,1,53,1,0.0,1,1,17:12:03.008
30.549395805999666,1,54,1,0.0,1,1,17:12:03.019
30.559649942999386,1,55,1,0.0,1,1,17:12:03.029
30.569921400001476,1,56,1,0.0,1,1,17:12:03.039
30.5801570980002,1,57,1,0.0,1,1,17:12:03.049
30.590368771001522,1,58,1,0.0,1,1,17:12:03.060
30.600598044002254,1,59,1,0.0,1,1,17:12:03.070
30.610830110999814,1,60,1,0.0,1,1,17:12:03.080
30.621044298000925,1,61,1,0.0,1,1,17:12:03.090
30.631377773999702,1,62,1,0.0,1,1,17:12:03.101
30.641659289001836,1,63,1,0.0,1,1,17:12:03.111
30.651939127001242,1,64,1,0.0,1,1,17:12:03.121
30.66217259000041,1,65,1,0.0,1,1,17:12:03.131
30.672375324000313,1,66,1,0.0,1,1,17:12:03.142
30.6825414599989,1,67,1,0.0,1,1,17:12:03.152
30.692734135998762,1,68,1,0.0,1,1,17:12:03.162
30.702975979998882,1,69,1,0.0,1,1,17:12:03.172
30.71320050400027,1,70,1,0.0,1,1,17:12:03.182
30.723437599001045,1,71,1,0.0,1,1,17:12:03.193
30.73371743700045,1,72,1,0.0,1,1,17:12:03.203
30.744004538999434,1,73,1,0.0,1,1,17:12:03.213
30.754298625000956,1,74,1,0.0,1,1,17:12:03.223
30.764512254001602,1,75,1,0.0,1,1,17:12:03.234
30.77473174899933,1,76,1,0.0,1,1,17:12:03.244
30.785038685000472,1,77,1,0.0,1,1,17:12:03.254
30.795322155001486,1,78,1,0.0,1,1,17:12:03.265
30.805563721001818,1,79,1,0.0,1,1,17:12:03.275
30.81584467599896,1,80,1,0.0,1,1,17:12:03.285
30.82610914900215,1,81,1,0.0,1,1,17:12:03.295
30.836425584999233,1,82,1,0.0,1,1,17:12:03.306
30.84677414700127,1,83,1,0.0,1,1,17:12:03.316
30.857035547000123,1,84,1,0.0,1,1,17:12:03.326
30.867374330999155,1,85,1,0.0,1,1,17:12:03.337
30.877599414001452,1,86,1,0.0,1,1,17:12:03.347
30.88782645199899,1,87,1,0.0,1,1,17:12:03.357
30.898040918000333,1,88,1,0.0,1,1,17:12:03.367
30.908299245002127,1,89,1,0.0,1,1,17:12:03.377
30.918519299000764,1,90,1,0.0,1,1,17:12:03.388
30.928683759000705,1,91,1,0.0,1,1,17:12:03.398
30.938877273001708,1,92,1,0.0,1,1,17:12:03.408
30.949108781001996,1,93,1,0.0,1,1,17:12:03.418
30.959316543001478,1,94,1,0.0,1,1,17:12:03.429
30.969547492000856,1,95,1,0.0,1,1,17:12:03.439
30.979757488999894,1,96,1,0.0,1,1,17:12:03.449
30.989957986999798,1,97,1,0.0,1,1,17:12:03.459
31.00022441600231,1,98,1,0.0,1,1,17:12:03.469
31.01052688300115,1,99,1,0.0,1,1,17:12:03.480
31.020774314001756,1,100,1,0.0,1,1,17:12:03.490
31.536870413001452,1,101,1,0.0,1,0,17:12:04.006
31.547094936002395,1,102,1,0.0,1,0,17:12:04.016
31.557320857002196,1,103,1,0.0,1,0,17:12:04.027
31.567570523999166,1,104,1,0.0,1,0,17:12:04.037
31.577755377998983,1,105,1,0.0,1,0,17:12:04.047
31.587962022000283,1,106,1,0.0,1,0,17:12:04.057
31.598187662999408,1,107,1,0.0,1,0,17:12:04.067
31.608459121001943,1,108,1,0.0,1,0,17:12:04.078
31.618726108001283,1,109,1,0.0,1,0,17:12:04.088
31.628966555999796,1,110,1,0.0,1,0,17:12:04.098
